Source 1,Source 2,Mixture
9.6133341157942578,20.245262299194771,16.475580277819276
9.5734434105962531,20.527157299819194,17.067541758318445
9.4496708919043151,20.06766124051596,16.788822952100297
10.366066359335592,19.83401141246809,17.316380071033553
10.050849049201821,19.521143747477314,17.021325719676796
9.5172589267158134,19.63387230168923,17.208052442840163
9.0833623231559475,20.109127519267062,17.031010695492203
9.7910724170507173,19.632444222432863,16.879037365127274
10.183888042812299,20.426013987605767,17.159263165881377
10.390058786448591,19.533586682661518,17.274819988765028
10.435719561421976,19.304994247143281,17.53306015051318
9.6408851432301965,20.900333665786526,17.461082466156611
10.137504008574187,20.184997875090556,16.795634751741161
9.2156330358204706,19.925533098895269,16.860140709528874
9.2127714287819504,19.957195538030906,16.889256860318298
10.420202860699849,19.519746710620925,17.652469167233271
9.3625131304635154,20.175985870561007,17.062972596084478
9.9167880326464601,20.090328078741777,16.757390981864436
9.9574351552998959,20.763221499132939,17.148979920732295
9.9154776246281067,20.314421936512122,17.273004817490204
10.513264506069047,19.265634871366668,17.124875121908943
10.08847037389701,19.795073803685668,17.18526185895481
9.9635193947424021,20.449274614421629,17.525682606996252
9.8353187211133175,20.389830235646574,17.007375645188574
9.6588367377847995,19.914892406571052,16.993701778891801
9.9194878141457323,20.887807782139603,17.509284601466089
10.657350419753083,20.254154526070721,16.601183088122223
9.9715432243887943,20.770779631283474,16.593244316332797
10.213037815087979,19.855853931202748,16.779819162061305
9.6331444560638264,20.37809022663026,15.962579371585386
9.8648350087164101,20.648564394458706,16.551278142467883
10.365476050074845,19.84354149747692,16.5445054954935
9.7285340996855876,20.694157493141429,16.919435490136031
9.6145941476263097,20.138591084222512,17.032835711889462
10.144980212323764,19.917114392872438,16.607181357741236
9.768927871155908,19.946270700962714,17.085417563084317
10.080526191413229,20.01865478386604,17.342526029338131
10.296447939616492,20.104403024667668,16.617006593077082
9.3660202822568923,19.268700730216441,16.920389699219875
10.392733552959207,19.586946036743665,16.770585771415149
9.5708118018679631,19.559913005302896,17.199383594666447
10.096931321207535,20.198749076586065,16.752633857113029
9.6628951573462416,19.865051990071056,16.922621426750233
9.1191047684105033,20.012230402694545,16.955108914844402
10.191513885140941,21.176858889179965,17.091557063323954
10.20716903848419,19.827218827867274,17.392841597200796
9.9930495580730856,19.943889813295645,17.580346006560728
9.5757604961848379,19.795777428303332,16.719663173530794
9.9345911121012698,19.683995030313479,17.266579184286513
10.285657666264408,20.209505723146574,16.727337386814661
10.032069960277099,20.243717503382225,16.723356087111426
9.1550209734005623,20.542514772429254,16.939782046563629
9.8153963684014922,20.016174429095553,16.961034235380144
10.213416339293365,19.757525437837124,17.26909137311139
10.368564509553522,20.893894980136555,16.617602705651255
10.73958177991979,21.10265722778265,16.775101988979078
10.008510985447199,19.58022996876824,16.538060928317257
10.607716175092644,20.654301911493942,17.299401037718912
10.053749125705377,20.181295576986841,17.109754783349825
10.615955545214534,20.094424967419958,16.859044487961025
10.258993476785026,19.398583002765935,17.008692012875191
10.690590065391849,20.038560762797488,16.537661379212292
10.000667224239997,19.978995953509624,16.743749265910314
10.036472580551671,19.826203122355789,17.274406447454258
9.8492290794144619,20.090235766424506,17.216587731692545
10.382745308537876,20.847768969431012,17.153994212332289
10.001979320465669,20.158712230570821,17.831458918437246
9.4905001963849003,19.775337225910413,16.651758985508206
10.271852215203182,20.693291858331403,16.760063519914574
10.28120460617254,19.773288793959331,17.530361046528011
10.613438565505461,18.995248510728082,16.701268383357579
9.300787252032972,20.447077285241143,17.314664609286009
9.6501009374305688,19.884294399079494,17.173637358412392
10.079726292008486,20.297393717203558,17.534078514596164
10.485751668770302,20.289367838890527,17.428998429999268
10.739372003877047,20.51742791491964,16.576618384954983
9.9280311624859348,19.495769841251949,16.806954860088723
9.7193614498407008,20.227895290106794,16.346195784527893
10.754081121894002,20.495455565600832,16.713996792462137
9.8124514979664852,19.532610272997594,16.273387957971988
10.779292917061321,20.216610755729068,17.041307005526328
10.055225340410489,19.395242597847652,16.979762359568458
10.210112864069636,20.056992274830566,17.455080063075961
10.466112047396672,20.053908432941505,16.833817259809045
10.470878522860771,19.617198245309911,16.873105022012975
9.8727075993475992,19.609457476226485,16.491807243713634
9.8676839261998097,20.216801523031986,17.24724014161615
9.4771763145669112,20.227102682637025,16.889913397581381
10.831635000842555,20.438379809621473,16.830569138301382
10.528544135686442,19.975865414224927,17.500092334861503
10.016193783069678,20.08702334778927,17.335869849961266
9.5820640614897474,20.571849241563122,17.243094973655261
10.065351072502477,19.143508338864482,17.367691025806181
10.549803832996588,20.3537430603016,17.480952829075058
9.7259083374983302,20.194959389951421,17.851337627991562
9.4490791367150226,19.73384502705807,16.534699951419377
10.814320501773024,19.968128609796519,16.469012751394501
10.967734254013489,20.252751687606715,17.469545237912136
9.0188766359914982,20.664988303263286,17.166758409792024
8.5853374658311559,19.914346624979569,17.160351131317142
