Lambda value,Log likelihood,Error std,Residual
0.2155,-117456834.5311,0.4528,6.9118
0.2386,-106135486.5243,0.4528,6.568
0.2616,-98845430.736,0.4528,6.3366
0.2739,-95046379.9709,0.4528,6.2126
0.2739,-95046379.9709,0.4528,6.3694
0.2894,-90376709.3515,0.4528,6.0568
0.2894,-90376709.3515,0.4528,6.1588
0.2894,-90376709.3515,0.4528,6.1913
0.2894,-90376709.3515,0.4528,6.1111
0.2894,-90376709.3515,0.4528,6.1178
0.2894,-90376709.3515,0.4528,6.2941
0.3085,-84815953.4551,0.4528,5.8657
0.3331,-77883612.483,0.4528,5.6184
0.3334,-77789635.4773,0.4528,5.615
0.3334,-77789635.4773,0.4528,5.7431
0.3454,-74522426.6644,0.4528,5.4945
0.351,-73024068.8702,0.4528,5.4383
0.3739,-67036315.282,0.4528,5.2078
0.3881,-63454915.5543,0.4528,5.0649
0.4079,-58638738.477,0.4528,4.8661
0.4079,-58638738.477,0.4528,5.1169
0.4255,-54522009.1546,0.4528,4.6894
0.4255,-54522009.1546,0.4528,4.8209
0.4476,-49548636.967,0.4528,4.4666
0.4667,-45455706.996,0.4528,4.2745
0.4798,-42760426.9029,0.4528,4.1431
0.5038,-38037672.7039,0.4528,3.9022
0.5079,-37263135.9741,0.4528,3.8612
0.5127,-36346484.4153,0.4528,3.8122
0.532,-32837784.8339,0.4528,3.6183
0.5552,-28874013.5853,0.4528,3.3858
0.5655,-27185012.6948,0.4528,3.2817
0.5655,-27185012.6948,0.4528,3.4548
0.5736,-25907092.1151,0.4528,3.2007
0.5834,-24386097.6359,0.4528,3.1014
0.5834,-24386097.6359,0.4528,3.1969
0.5834,-24386097.6359,0.4528,3.2627
0.5834,-24386097.6359,0.4528,3.1156
0.5834,-24386097.6359,0.4528,3.2291
0.5999,-21964063.663,0.4528,2.9365
0.5999,-21964063.663,0.4528,3.0499
0.5999,-21964063.663,0.4528,3.1651
0.5999,-21964063.663,0.4528,3.1181
0.6043,-21328295.6767,0.4528,2.8916
0.6087,-20721202.5134,0.4528,2.8481
0.6164,-19658551.8744,0.4528,2.7702
0.6164,-19658551.8744,0.4528,2.8115
0.6295,-17927707.5485,0.4528,2.6385
0.6295,-17927707.5485,0.4528,2.8895
0.6368,-17002737.441,0.4528,2.5653
0.6368,-17002737.441,0.4528,2.6085
0.639,-16731493.1924,0.4528,2.5434
0.639,-16731493.1924,0.4528,2.6491
0.639,-16731493.1924,0.4528,2.6586
0.6552,-14780607.0149,0.4528,2.3802
0.6552,-14780607.0149,0.4528,2.4059
0.6747,-12616390.2593,0.4528,2.1847
0.6765,-12425750.1007,0.4528,2.1666
0.6765,-12425750.1007,0.4528,2.2244
0.6984,-10232105.4534,0.4528,1.9464
0.6984,-10232105.4534,0.4528,1.9956
0.6984,-10232105.4534,0.4528,1.9822
0.7004,-10043285.7441,0.4528,1.9263
0.7204,-8263851.0286,0.4528,1.7248
0.7204,-8263851.0286,0.4528,1.9587
0.7258,-7821386.3925,0.4528,1.6708
0.7258,-7821386.3925,0.4528,1.7521
0.731,-7404368.3798,0.4528,1.6183
0.731,-7404368.3798,0.4528,1.6375
0.731,-7404368.3798,0.4528,1.6634
0.731,-7404368.3798,0.4528,1.8267
0.731,-7404368.3798,0.4528,1.7412
0.731,-7404368.3798,0.4528,1.6216
0.731,-7404368.3798,0.4528,1.6805
0.7381,-6855314.8553,0.4528,1.5464
0.7381,-6855314.8553,0.4528,1.7759
0.7498,-6012427.4144,0.4528,1.429
0.754,-5731085.2599,0.4528,1.3875
0.777,-4313744.3151,0.4528,1.1557
0.7778,-4269524.4926,0.4528,1.1477
0.783,-3989602.0964,0.4528,1.0957
0.7901,-3626360.9977,0.4528,1.0241
0.8052,-2940796.3245,0.4528,0.8728
0.8205,-2358100.5426,0.4528,0.7187
0.8315,-2012323.5911,0.4528,0.6084
0.8473,-1618357.3376,0.4528,0.4491
0.8498,-1566921.0565,0.4528,0.4236
0.8546,-1478484.789,0.4528,0.3756
0.8546,-1478484.789,0.4528,0.6038
0.8546,-1478484.789,0.4528,0.4726
0.8647,-1329435.7693,0.4528,0.2745
0.8647,-1329435.7693,0.4528,0.3346
0.8705,-1266336.0174,0.4528,0.2163
0.8933,-1179377.7233,0.4528,-0.0128
0.8933,-1179377.7233,0.4528,-0.2179
0.8933,-1179377.7233,0.4528,0.0806
0.8933,-1179377.7233,0.4528,-0.2472
0.8933,-1179377.7233,0.4528,-0.1451
0.8933,-1179377.7233,0.4528,-0.0934
0.8933,-1179377.7233,0.4528,-0.0183
0.8933,-1179377.7233,0.4528,-0.1149
0.8933,-1179377.7233,0.4528,-0.2543
0.8933,-1179377.7233,0.4528,-0.0433
0.8933,-1179377.7233,0.4528,0.1188
0.8933,-1179377.7233,0.4528,0.107
0.8895,-1176010.4209,0.4528,0.0246
0.8895,-1176010.4209,0.4528,-0.0446
0.8895,-1176010.4209,0.4528,-0.1184
0.8895,-1176010.4209,0.4528,-0.0263
0.8895,-1176010.4209,0.4528,0.1893
0.8895,-1176010.4209,0.4528,-0.1132
0.8895,-1176010.4209,0.4528,-0.0539
0.8895,-1176010.4209,0.4528,-0.0957
0.8895,-1176010.4209,0.4528,-0.1592
0.8895,-1176010.4209,0.4528,0.2398
0.8895,-1176010.4209,0.4528,-0.1084
0.8895,-1176010.4209,0.4528,0.21
0.8895,-1176010.4209,0.4528,-0.1109
0.8895,-1176010.4209,0.4528,-0.2113
0.8895,-1176010.4209,0.4528,-0.0763
0.8895,-1176010.4209,0.4528,0.1751
0.8895,-1176010.4209,0.4528,-0.0404
0.8895,-1176010.4209,0.4528,0.0974
0.8895,-1176010.4209,0.4528,-0.2118
0.8895,-1176010.4209,0.4528,0.1715
0.8895,-1176010.4209,0.4528,0.1887
0.8895,-1176010.4209,0.4528,0.0423
0.8895,-1176010.4209,0.4528,-0.0204
0.8895,-1176010.4209,0.4528,0.1492
0.8895,-1176010.4209,0.4528,0.0936
0.8895,-1176010.4209,0.4528,-0.1821
0.8895,-1176010.4209,0.4528,0.2453
0.8895,-1176010.4209,0.4528,-0.071
0.8895,-1176010.4209,0.4528,0.1961
0.8895,-1176010.4209,0.4528,-0.1373
0.8895,-1176010.4209,0.4528,0.0362
0.8895,-1176010.4209,0.4528,0.0626
0.8895,-1176010.4209,0.4528,-0.1843
0.8895,-1176010.4209,0.4528,0.1244
0.8895,-1176010.4209,0.4528,-0.1494
0.8895,-1176010.4209,0.4528,-0.2236
0.8895,-1176010.4209,0.4528,-0.1267
0.8895,-1176010.4209,0.4528,0.0014
0.8895,-1176010.4209,0.4528,0.1523
0.8895,-1176010.4209,0.4528,0.2639
0.8895,-1176010.4209,0.4528,0.1791
0.8895,-1176010.4209,0.4528,0.2093
0.8895,-1176010.4209,0.4528,0.1151
0.8895,-1176010.4209,0.4528,-0.1084
0.8895,-1176010.4209,0.4528,0.0587
0.8895,-1176010.4209,0.4528,-0.0202
0.8895,-1176010.4209,0.4528,-0.0399
0.8895,-1176010.4209,0.4528,-0.2182
0.8895,-1176010.4209,0.4528,0.0254
0.8895,-1176010.4209,0.4528,-0.0206
0.8895,-1176010.4209,0.4528,0.1537
0.8895,-1176010.4209,0.4528,-0.2146
0.8895,-1176010.4209,0.4528,-0.1581
0.8895,-1176010.4209,0.4528,0.1833
0.8895,-1176010.4209,0.4528,0.1553
0.8895,-1176010.4209,0.4528,-0.0406
0.8895,-1176010.4209,0.4528,-0.1874
