Source 1,Source 2,Mixture
12.837752582740618,26.853521570984832,14.431436372930857
8.21906136570807,14.283669953867287,15.784546274078787
11.253978070622887,25.449001208697236,13.916783132315983
12.709453614203293,19.620066938265257,15.714643242276892
9.0243409541967594,17.314693214858295,6.3595570144584155
3.2663010807047144,28.910607683383375,11.669951755049709
7.1483638933686695,20.639372816452664,19.165538285029761
14.591426255115529,12.74438314954538,14.076224285828184
11.880921560124836,20.704640916095553,15.161733163425787
3.9561166431970562,17.826973760097459,8.5672958518002105
12.6539644998096,22.616571816875052,10.457382503938947
14.202701323901682,23.151014520828866,10.741754731846076
14.644461243362773,19.890976972700617,13.091880004296842
15.063311365164752,24.337748024497856,22.091149095090032
9.4211148281249475,8.2124149530040782,17.488027586730048
13.354724840690459,28.534441273717128,15.738392755401811
6.071960859781111,15.485576748665057,16.902585804387137
10.31839300014825,30.277275542858138,17.260209879608759
17.884672092748133,24.832066792256857,17.22126552133885
9.9941610047140834,22.483297614441128,10.834090401257736
9.1651196786720899,24.496670344006343,10.757901776480596
9.6226218417863869,20.071864354764109,12.443956144149229
7.915222748725899,23.954608340207283,16.188305616752789
11.718442245501063,29.992323011566537,16.054576937470934
15.088752954462306,25.330075037323631,14.529762336200429
12.96799274519147,18.038779836176364,14.184895131882318
12.314007245647824,15.162013868007726,14.892379404389684
3.9159419743838653,14.717859050218948,17.481146262294864
12.256257061647373,4.4891755315296713,12.530650642403296
10.835459543332671,19.151530180687068,15.019735493918317
2.9235825891347726,20.993376253503204,15.326281901467057
14.569825661113519,18.754823239124757,10.76369028257494
5.988172843858111,15.424578773963129,17.822342364835936
4.6306220392181547,16.573640297166481,20.029561858994466
14.62866361635194,15.063739204727749,14.264365124886895
8.4204204398944551,21.985374440082943,6.4638351693636036
12.444945529580185,23.203968645373859,17.956439522801979
13.075963027020077,22.633723019161973,17.72916643156363
11.198281095341816,7.422828487299677,18.388261375783973
7.4696555210460645,21.40180950253923,12.012764751027692
17.449574731955813,20.359103340955961,15.23530605459745
8.1887363044432959,15.975772573264214,8.8435161636126836
11.480082695051216,20.386085538028176,16.047062835537169
12.745128817533356,17.783673396995319,16.226417343822103
15.802592714446103,17.725883802301887,18.304532801266159
7.6856783496399963,11.86869714624693,21.793176483370878
10.013875300271653,18.696147114826616,9.1821189926131908
6.8123025574277563,17.127169325132311,19.499054957501961
21.924355962946017,19.938592317606808,15.569857805511608
11.849386768456847,15.731747980980831,10.604573321166567
2.5723192503018941,29.5713998846743,12.326850559332296
10.592772878530852,23.236139940234612,18.414392741759997
5.5292620612713357,16.064347621590358,10.641511888535518
3.6788605682271402,28.414777132680605,9.378552807422265
14.064507429908094,22.939546867144642,14.459905762951502
10.358068717160723,21.164505032581296,5.3831446934638176
5.2931071941978853,21.063786775040711,17.905393970523278
12.130760668503971,15.546338120549176,17.466028959988638
9.0978220009737925,15.125153759727688,20.471072141506717
4.6949067168617091,19.627669810013128,19.167640077130791
-3.3377890063273146,22.921231121593998,13.757699445619428
14.464408813709451,19.491595060532422,15.672633005690315
8.5940496105714956,25.395391849859202,9.9006037534877738
7.7210555293621272,18.950455489053024,15.352558680521964
11.210654604491367,17.039350301408632,11.69071419234422
5.8067478832927204,21.056852871959105,14.519649955679828
11.378556322437282,31.668576409588308,17.018840667438681
9.2838584035074252,17.366038462948108,15.30449675883678
15.511700925236486,25.840422161298868,15.439710705649219
12.474895534456262,28.764090242035241,5.5570385941637213
6.2738436343021506,14.890014247787335,18.136004659272928
5.7592376885398879,18.312898063473789,16.27150639958009
13.601665566806666,14.343979244480053,18.920713415095719
10.582082918199101,22.667729195527293,12.341454513152978
7.9526378007397582,16.190080585708081,16.482391359469627
5.5730982463111092,32.091566998766723,18.121223432415874
7.9181771896159887,25.235267573578447,16.902996249796598
11.696535455467215,20.785180432483966,11.371554769395454
5.715141331114638,13.776748952835137,15.236908337833414
18.550261304326629,22.275384913090022,11.754841467059292
6.6831074942159736,21.38647313980503,14.831674773695934
11.301439915462154,17.527320006761872,16.218905348117222
-0.89684179058069979,17.884506400853176,19.771344511437203
4.5990733090135976,17.108359058246815,9.0824487419866884
11.941252709771002,26.500766382305851,14.196134929846474
10.949720386532031,12.379427924028107,12.538981914687584
14.888431633390667,22.518422338221356,14.087709710956101
6.3127371977155295,31.137153900538038,10.46056052472694
6.1702359945968546,21.567811451377633,17.417956571655427
-1.1633577200650862,27.876998384046075,16.611558750699199
3.5793882896066185,20.084208601937068,21.555753697704304
8.8205227077391726,13.706602819592547,12.215677067424213
6.9246500758126484,24.203129831431216,20.139993861566911
15.291774763127869,13.309839729404009,16.933033462222269
6.4806192982755739,24.503438768255087,14.810475306972632
11.771579923500106,21.33257164305272,8.3469143095853156
7.5104596588809684,16.978956588104339,15.758804034520669
3.4043352902363875,23.426016872327445,11.484574048795871
10.965713491685417,13.179812838752902,14.976035103574899
3.0962517151936018,16.337720014856291,12.72380078604529
